symbol,name,sector,price,price_chg,price__chg,vol_rate,avg_dly__vol_000,mkt_val_mil_usd,pe_ratio,company_description,industry_sector,industry_group,isin,major_industry,headquarters,exchange_primary_listing,exchange,trading_country
BNPH.DE,Bnp Paribas Spn.Adr(Fra) 2:1,Financial,29.69,0,0,,0,100561,15,"BNP PARIBAS SA IS A FRANCE-BASED BANK GROUP WITH FOUR CORE BUSINESSES: RETAIL BANKING, CORPORATE & INVESTMENT BANKING, INVESTMENT SOLUTIONS AND OTHER ACTIVITIES. RETAIL BANKING COMPRISES THE FRENCH RETAIL BANKING DIVISION, BANCA NAZIONALE DEL LAVORO IN ITALY, BELUX RETAIL BANKING, EUROPE-MEDITERRANEAN, ALL BNP PARIBAS GROUP RETAIL BANKING BUSINESSES OUT OF EURO ZONE: IN THE UNITED STATES, IN ASIA, IN THE MEDITERRANEAN BASIN AND AFRICA, IN TURKEY, CENTRAL AND EASTERN EUROPE, PERSONAL FINANCE AND EQUIPMENT SOLUTIONS. THE CORPORATE & INVESTMENT BANKING BUSINESS PROVIDES TO ITS CLIENTS FINANCING, ADVISORY AND CAPITAL MARKETS SERVICES. THE INVESTMENT SOLUTIONS DIVISION OFFERS PRIVATE BANKING, ASSET MANAGEMENT, SECURITIES SERVICES, REAL ESTATE AND INSURANCE SERVICES. IN NOVEMBER 2013, THE COMPANY LAUNCHED 'HELLO BANK!', A MOBILE, DIGITAL BANK OPERATING IN FRANCE, BELGIUM AND GERMANY.",BANKS,Banks-Money Center,US05565A2024,Bank-Money Center,Paris,"No (OTC, BNPQY)",FRANKFURT,GERMANY
LOR.DE,L'Oreal (Fra),Consumer Staple,122.51,0,0,-100,79,100195,25,"L'OREAL SA IS A FRANCE-BASED COSMETIC GROUP. IT IS STRUCTURED INTO THREE BRANCHES: COSMETICS, THE BODY SHOP AND DERMATOLOGY. THE COSMETICS BRANCH IS DIVIDED INTO FOUR SECTORS: CONSUMER PRODUCTS, PROFESSIONAL PRODUCTS, LUXURY PRODUCTS AND ACTIVE COSMETICS. CONSUMER PRODUCTS ARE MARKETED UNDER L'OREAL PARIS, GARNIER, AMONG OTHERS. PROFESSIONAL PRODUCTS, INCLUDING HAIR CARE PRODUCTS FOR USE BY PROFESSIONAL HAIRDRESSERS, ARE MARKETED UNDER KERASTASE, REDKEN, MATRIX AND L'OREAL PROFESSIONNEL. LUXURY PRODUCTS ARE SOLD UNDER SUCH INTERNATIONAL BRANDS AS LANCOME, DIESEL, GIORGIO ARMANI, CACHAREL, AMONG OTHERS. ACTIVE COSMETICS, WHICH CONSISTS OF PRODUCTS UNDER VICHY AND LA ROCHE POSAY BRANDS, ARE FOR SALE MAINLY IN PHARMACIES. THE BODY SHOP BRANCH IS FOCUSED ON COSMETICS ON THE BASIS OF NATURAL INGREDIENTS. THE DERMATOLOGY BRANCH CONSISTS OF GALDERMA. IN SEPTEMBER 2013, IT ACQUIRED CHERYL'S COSMECEUTICALS",CONSUMER,Cosmetics/Personal Care,FR0000120321,Cosmetic & Personal Care,Paris,"No (PARIS-SBF, OR@F.FR)",FRANKFURT,GERMANY
BNP.HU,Bnp Paribas (Bud),Financial,17732,0,0,-100,35,99835,15,"BNP PARIBAS SA IS A FRANCE-BASED BANK GROUP WITH FOUR CORE BUSINESSES: RETAIL BANKING, CORPORATE & INVESTMENT BANKING, INVESTMENT SOLUTIONS AND OTHER ACTIVITIES. RETAIL BANKING COMPRISES THE FRENCH RETAIL BANKING DIVISION, BANCA NAZIONALE DEL LAVORO IN ITALY, BELUX RETAIL BANKING, EUROPE-MEDITERRANEAN, ALL BNP PARIBAS GROUP RETAIL BANKING BUSINESSES OUT OF EURO ZONE: IN THE UNITED STATES, IN ASIA, IN THE MEDITERRANEAN BASIN AND AFRICA, IN TURKEY, CENTRAL AND EASTERN EUROPE, PERSONAL FINANCE AND EQUIPMENT SOLUTIONS. THE CORPORATE & INVESTMENT BANKING BUSINESS PROVIDES TO ITS CLIENTS FINANCING, ADVISORY AND CAPITAL MARKETS SERVICES. THE INVESTMENT SOLUTIONS DIVISION OFFERS PRIVATE BANKING, ASSET MANAGEMENT, SECURITIES SERVICES, REAL ESTATE AND INSURANCE SERVICES. IN NOVEMBER 2013, THE COMPANY LAUNCHED 'HELLO BANK!', A MOBILE, DIGITAL BANK OPERATING IN FRANCE, BELGIUM AND GERMANY.",BANKS,Banks-Money Center,FR0000131104,Bank-Money Center,Paris,"No (PARIS-SBF, BNP.FR)",BUDAPEST,HUNGARY
BNPX.DE,Bnp Paribas (Xet),Financial,58.74,-0.62,-1.044474394,48.08231993,314,99484,15,"BNP PARIBAS SA IS A FRANCE-BASED BANK GROUP WITH FOUR CORE BUSINESSES: RETAIL BANKING, CORPORATE & INVESTMENT BANKING, INVESTMENT SOLUTIONS AND OTHER ACTIVITIES. RETAIL BANKING COMPRISES THE FRENCH RETAIL BANKING DIVISION, BANCA NAZIONALE DEL LAVORO IN ITALY, BELUX RETAIL BANKING, EUROPE-MEDITERRANEAN, ALL BNP PARIBAS GROUP RETAIL BANKING BUSINESSES OUT OF EURO ZONE: IN THE UNITED STATES, IN ASIA, IN THE MEDITERRANEAN BASIN AND AFRICA, IN TURKEY, CENTRAL AND EASTERN EUROPE, PERSONAL FINANCE AND EQUIPMENT SOLUTIONS. THE CORPORATE & INVESTMENT BANKING BUSINESS PROVIDES TO ITS CLIENTS FINANCING, ADVISORY AND CAPITAL MARKETS SERVICES. THE INVESTMENT SOLUTIONS DIVISION OFFERS PRIVATE BANKING, ASSET MANAGEMENT, SECURITIES SERVICES, REAL ESTATE AND INSURANCE SERVICES. IN NOVEMBER 2013, THE COMPANY LAUNCHED 'HELLO BANK!', A MOBILE, DIGITAL BANK OPERATING IN FRANCE, BELGIUM AND GERMANY.",BANKS,Banks-Money Center,FR0000131104,Bank-Money Center,Paris,"No (PARIS-SBF, BNP.FR)",XETRA,GERMANY
MA,Mastercard Inc Cl A,Financial,825.5,2.13,0.258692,-23.79855673,536261,99371,33,"PROVIDES GLOBAL PAYMENT SOLUTIONS IN SUPPORT OF THE CREDIT A ND DEBIT PAYMENT PROGRAMS OF FINANCIAL INSTITUTIONS. MANAGES CREDIT CARD BRANDS SUCH AS MASTERCARD, MAESTRO AND CIRRUS. PROVIDES INFORMATION AND TRANSACTION PROCESSING SERVICES AND ENFORCES RULES CONCERNING THE USE OF ITS PAYMENT SYSTEM. FIV E LARGEST CUSTOMERS ACCOUNTED FOR 24% OF 2012 REVENUES. REVE NUES GENERATED OUTSIDE OF THE UNITED STATES: 61%.",FINANCE,Finance-CrdtCard/PmtPr,US57636Q1040,Finance-Misc,"Purchase, NY",Yes,NYSE,UNITED STATES
BNPA.IT,Bnp Paribas (Mil),Financial,58.55,-0.85,-1.430976431,-10.05497552,2535,99162,15,"BNP PARIBAS SA IS A FRANCE-BASED BANK GROUP WITH FOUR CORE BUSINESSES: RETAIL BANKING, CORPORATE & INVESTMENT BANKING, INVESTMENT SOLUTIONS AND OTHER ACTIVITIES. RETAIL BANKING COMPRISES THE FRENCH RETAIL BANKING DIVISION, BANCA NAZIONALE DEL LAVORO IN ITALY, BELUX RETAIL BANKING, EUROPE-MEDITERRANEAN, ALL BNP PARIBAS GROUP RETAIL BANKING BUSINESSES OUT OF EURO ZONE: IN THE UNITED STATES, IN ASIA, IN THE MEDITERRANEAN BASIN AND AFRICA, IN TURKEY, CENTRAL AND EASTERN EUROPE, PERSONAL FINANCE AND EQUIPMENT SOLUTIONS. THE CORPORATE & INVESTMENT BANKING BUSINESS PROVIDES TO ITS CLIENTS FINANCING, ADVISORY AND CAPITAL MARKETS SERVICES. THE INVESTMENT SOLUTIONS DIVISION OFFERS PRIVATE BANKING, ASSET MANAGEMENT, SECURITIES SERVICES, REAL ESTATE AND INSURANCE SERVICES. IN NOVEMBER 2013, THE COMPANY LAUNCHED 'HELLO BANK!', A MOBILE, DIGITAL BANK OPERATING IN FRANCE, BELGIUM AND GERMANY.",BANKS,Banks-Money Center,FR0000131104,Bank-Money Center,Paris,"No (PARIS-SBF, BNP.FR)",MILAN,ITALY
BNP.FR,Bnp Paribas,Financial,58.5,-1.06,-1.779717931,28.58370931,194829,99077,15,"BNP PARIBAS SA IS A FRANCE-BASED BANK GROUP WITH FOUR CORE BUSINESSES: RETAIL BANKING, CORPORATE & INVESTMENT BANKING, INVESTMENT SOLUTIONS AND OTHER ACTIVITIES. RETAIL BANKING COMPRISES THE FRENCH RETAIL BANKING DIVISION, BANCA NAZIONALE DEL LAVORO IN ITALY, BELUX RETAIL BANKING, EUROPE-MEDITERRANEAN, ALL BNP PARIBAS GROUP RETAIL BANKING BUSINESSES OUT OF EURO ZONE: IN THE UNITED STATES, IN ASIA, IN THE MEDITERRANEAN BASIN AND AFRICA, IN TURKEY, CENTRAL AND EASTERN EUROPE, PERSONAL FINANCE AND EQUIPMENT SOLUTIONS. THE CORPORATE & INVESTMENT BANKING BUSINESS PROVIDES TO ITS CLIENTS FINANCING, ADVISORY AND CAPITAL MARKETS SERVICES. THE INVESTMENT SOLUTIONS DIVISION OFFERS PRIVATE BANKING, ASSET MANAGEMENT, SECURITIES SERVICES, REAL ESTATE AND INSURANCE SERVICES. IN NOVEMBER 2013, THE COMPANY LAUNCHED 'HELLO BANK!', A MOBILE, DIGITAL BANK OPERATING IN FRANCE, BELGIUM AND GERMANY.",BANKS,Banks-Money Center,FR0000131104,Bank-Money Center,Paris,Yes,PARIS-SBF,FRANCE
BASFY,B A S F Se Adr,Basic Material,107.78,1.11,1.040592,25.40540541,3947,98993,14,"GERMAN MANUFACTURER OF PERFORMANCE PRODUCTS, CHEMICALS, OIL AND GAS, PLASTICS AND OTHER PRODUCTS SOLD WORLDWIDE. 2012 RE VENUES BY SEGMENT IN %: OIL & GAS 20; PERFORMANCE PRODUCTS 1 9; CHEMICALS 16; FUNCTUAL SOLUTIONS 14; PLASTICS 14; EXPLORATION/PRODUCTION 6; AND OTHER 11. REVENUES BY REGION IN %: G ERMANY 20; EUROPE EXCLUDING GERMANY 34; ASIA PACIFIC 19; NOR TH AMERICA 18; AND SOUTH AMERICA, AFRICA AND MIDDLE EAST 9.",CHEMICAL,Chemicals-Basic,US0552625057,Chemical,GERMANY,Yes,OTC,UNITED STATES
SAP,S A P Ag Adr,Technology,82.81,-0.2,-0.240934,-0.564297341,76494,98709,20,"GERMAN DEVELOPER OF BUSINESS OPERATIONS MANAGEMENT AND RELAT ED SOFTWARE APPLICATIONS FOR ENTERPRISES. ALSO PROVIDES CONS ULTING AND TRAINING SERVICES. 2012 REVENUES BY SEGMENT IN %: SOFTWARE AND SOFTWARE-RELATED SERVICE REVENUE 81; CONSULTING 15; AND OTHER SERVICES 4. REVENUES BY AREA IN %: EUROPE, MIDDLE EAST AND AFRICA 46; AMERICAS 38; AND ASIA PACIFIC AND JAPAN 16.",SOFTWARE,Computer Sftwr-Enterprse,US8030542042,Computer-Software,GERMANY,Yes,NYSE,UNITED STATES
BAF.IT,Basf (Mil),Basic Material,79,0.7,0.893997446,128.2964389,82,98694,15,"BASF SE IS A GERMANY-BASED CHEMICAL COMPANY. IT DIVERSIFIES ITS ACTIVITIES INTO FIVE BUSINESS SEGMENTS: CHEMICALS, PROVIDING BASIC PRODUCTS AND SPECIALTIES INCLUDING NITRIC ACID AND METHANOL, AMONG OTHERS; PERFORMANCE PRODUCTS, PROVIDING PRODUCTS FOR THE COATINGS AND PAINTS INDUSTRY, COSMETICS, DETERGENTS, PRODUCTS FOR THE PAPER INDUSTRY AND PERFORMANCE CHEMICALS, AMONG OTHERS; FUNCTIONAL MATERIALS & SOLUTIONS THAT DEVELOPS COATING PRODUCTS, CATALYSTS AND CONSTRUCTION CHEMICALS, AMONG OTHERS; AGRICULTURAL SOLUTIONS, PROVIDING ACTIVE INGREDIENTS AND FORMULATIONS FOR THE IMPROVEMENT OF CROP HEALTH AND YIELDS, AND OIL & GAS SEGMENT (EXPLORATION, PRODUCTION AND NATURAL GAS TRADE). THE SEGMENT PLASTICS (PRODUCING ENGINEERING PLASTICS, POLYAMIDES AND POLYURETHANE SOLUTIONS), DIVESTED AS OF JANUARY 1, 2013, IS SINCE THEN INCORPORATED INTO SEGMENTS CHEMICALS AND FUNCTIONAL MATERIALS & SOLUTIONS. ON OCTOBE",CHEMICAL,Chemicals-Basic,DE000BASF111,Chemical,Ludwigshafen,"No (XETRA, BASX.DE)",MILAN,ITALY
BASX.DE,Basf (Xet),Basic Material,78.99,0.81,1.036070606,25.36188545,176054,98681,15,"BASF SE IS A GERMANY-BASED CHEMICAL COMPANY. IT DIVERSIFIES ITS ACTIVITIES INTO FIVE BUSINESS SEGMENTS: CHEMICALS, PROVIDING BASIC PRODUCTS AND SPECIALTIES INCLUDING NITRIC ACID AND METHANOL, AMONG OTHERS; PERFORMANCE PRODUCTS, PROVIDING PRODUCTS FOR THE COATINGS AND PAINTS INDUSTRY, COSMETICS, DETERGENTS, PRODUCTS FOR THE PAPER INDUSTRY AND PERFORMANCE CHEMICALS, AMONG OTHERS; FUNCTIONAL MATERIALS & SOLUTIONS THAT DEVELOPS COATING PRODUCTS, CATALYSTS AND CONSTRUCTION CHEMICALS, AMONG OTHERS; AGRICULTURAL SOLUTIONS, PROVIDING ACTIVE INGREDIENTS AND FORMULATIONS FOR THE IMPROVEMENT OF CROP HEALTH AND YIELDS, AND OIL & GAS SEGMENT (EXPLORATION, PRODUCTION AND NATURAL GAS TRADE). THE SEGMENT PLASTICS (PRODUCING ENGINEERING PLASTICS, POLYAMIDES AND POLYURETHANE SOLUTIONS), DIVESTED AS OF JANUARY 1, 2013, IS SINCE THEN INCORPORATED INTO SEGMENTS CHEMICALS AND FUNCTIONAL MATERIALS & SOLUTIONS. ON OCTOBE",CHEMICAL,Chemicals-Basic,DE000BASF111,Chemical,Ludwigshafen,Yes,XETRA,GERMANY
BAS.CH,Basf (Swx),Basic Material,97.25,1.15,1.196670135,91.98675497,147,98545,15,"BASF SE IS A GERMANY-BASED CHEMICAL COMPANY. IT DIVERSIFIES ITS ACTIVITIES INTO FIVE BUSINESS SEGMENTS: CHEMICALS, PROVIDING BASIC PRODUCTS AND SPECIALTIES INCLUDING NITRIC ACID AND METHANOL, AMONG OTHERS; PERFORMANCE PRODUCTS, PROVIDING PRODUCTS FOR THE COATINGS AND PAINTS INDUSTRY, COSMETICS, DETERGENTS, PRODUCTS FOR THE PAPER INDUSTRY AND PERFORMANCE CHEMICALS, AMONG OTHERS; FUNCTIONAL MATERIALS & SOLUTIONS THAT DEVELOPS COATING PRODUCTS, CATALYSTS AND CONSTRUCTION CHEMICALS, AMONG OTHERS; AGRICULTURAL SOLUTIONS, PROVIDING ACTIVE INGREDIENTS AND FORMULATIONS FOR THE IMPROVEMENT OF CROP HEALTH AND YIELDS, AND OIL & GAS SEGMENT (EXPLORATION, PRODUCTION AND NATURAL GAS TRADE). THE SEGMENT PLASTICS (PRODUCING ENGINEERING PLASTICS, POLYAMIDES AND POLYURETHANE SOLUTIONS), DIVESTED AS OF JANUARY 1, 2013, IS SINCE THEN INCORPORATED INTO SEGMENTS CHEMICALS AND FUNCTIONAL MATERIALS & SOLUTIONS. ON OCTOBE",CHEMICAL,Chemicals-Basic,DE000BASF111,Chemical,Ludwigshafen,"No (XETRA, BASX.DE)",SWISS SE,SWITZERLAND
BA@X.DE,Basf Se Adr 1:1 (Xet),Basic Material,78.7,0.21,0.267550006,-91.88640974,39,98319,16,"BASF SE IS A GERMANY-BASED CHEMICAL COMPANY. IT DIVERSIFIES ITS ACTIVITIES INTO FIVE BUSINESS SEGMENTS: CHEMICALS, PROVIDING BASIC PRODUCTS AND SPECIALTIES INCLUDING NITRIC ACID AND METHANOL, AMONG OTHERS; PERFORMANCE PRODUCTS, PROVIDING PRODUCTS FOR THE COATINGS AND PAINTS INDUSTRY, COSMETICS, DETERGENTS, PRODUCTS FOR THE PAPER INDUSTRY AND PERFORMANCE CHEMICALS, AMONG OTHERS; FUNCTIONAL MATERIALS & SOLUTIONS THAT DEVELOPS COATING PRODUCTS, CATALYSTS AND CONSTRUCTION CHEMICALS, AMONG OTHERS; AGRICULTURAL SOLUTIONS, PROVIDING ACTIVE INGREDIENTS AND FORMULATIONS FOR THE IMPROVEMENT OF CROP HEALTH AND YIELDS, AND OIL & GAS SEGMENT (EXPLORATION, PRODUCTION AND NATURAL GAS TRADE). THE SEGMENT PLASTICS (PRODUCING ENGINEERING PLASTICS, POLYAMIDES AND POLYURETHANE SOLUTIONS), DIVESTED AS OF JANUARY 1, 2013, IS SINCE THEN INCORPORATED INTO SEGMENTS CHEMICALS AND FUNCTIONAL MATERIALS & SOLUTIONS. ON OCTOBE",CHEMICAL,Chemicals-Basic,US0552625057,Chemical,Ludwigshafen,"No (OTC, BASFY)",XETRA,GERMANY
BAS.DE,Basf,Basic Material,78.59,0,0,-100,1740,98181,15,"BASF SE IS A GERMANY-BASED CHEMICAL COMPANY. IT DIVERSIFIES ITS ACTIVITIES INTO FIVE BUSINESS SEGMENTS: CHEMICALS, PROVIDING BASIC PRODUCTS AND SPECIALTIES INCLUDING NITRIC ACID AND METHANOL, AMONG OTHERS; PERFORMANCE PRODUCTS, PROVIDING PRODUCTS FOR THE COATINGS AND PAINTS INDUSTRY, COSMETICS, DETERGENTS, PRODUCTS FOR THE PAPER INDUSTRY AND PERFORMANCE CHEMICALS, AMONG OTHERS; FUNCTIONAL MATERIALS & SOLUTIONS THAT DEVELOPS COATING PRODUCTS, CATALYSTS AND CONSTRUCTION CHEMICALS, AMONG OTHERS; AGRICULTURAL SOLUTIONS, PROVIDING ACTIVE INGREDIENTS AND FORMULATIONS FOR THE IMPROVEMENT OF CROP HEALTH AND YIELDS, AND OIL & GAS SEGMENT (EXPLORATION, PRODUCTION AND NATURAL GAS TRADE). THE SEGMENT PLASTICS (PRODUCING ENGINEERING PLASTICS, POLYAMIDES AND POLYURETHANE SOLUTIONS), DIVESTED AS OF JANUARY 1, 2013, IS SINCE THEN INCORPORATED INTO SEGMENTS CHEMICALS AND FUNCTIONAL MATERIALS & SOLUTIONS. ON OCTOBE",CHEMICAL,Chemicals-Basic,DE000BASF111,Chemical,Ludwigshafen,"No (XETRA, BASX.DE)",FRANKFURT,GERMANY
BAS.HU,Basf (Bud),Basic Material,23630,506,2.188202733,0,118,98137,15,"BASF SE IS A GERMANY-BASED CHEMICAL COMPANY. IT DIVERSIFIES ITS ACTIVITIES INTO FIVE BUSINESS SEGMENTS: CHEMICALS, PROVIDING BASIC PRODUCTS AND SPECIALTIES INCLUDING NITRIC ACID AND METHANOL, AMONG OTHERS; PERFORMANCE PRODUCTS, PROVIDING PRODUCTS FOR THE COATINGS AND PAINTS INDUSTRY, COSMETICS, DETERGENTS, PRODUCTS FOR THE PAPER INDUSTRY AND PERFORMANCE CHEMICALS, AMONG OTHERS; FUNCTIONAL MATERIALS & SOLUTIONS THAT DEVELOPS COATING PRODUCTS, CATALYSTS AND CONSTRUCTION CHEMICALS, AMONG OTHERS; AGRICULTURAL SOLUTIONS, PROVIDING ACTIVE INGREDIENTS AND FORMULATIONS FOR THE IMPROVEMENT OF CROP HEALTH AND YIELDS, AND OIL & GAS SEGMENT (EXPLORATION, PRODUCTION AND NATURAL GAS TRADE). THE SEGMENT PLASTICS (PRODUCING ENGINEERING PLASTICS, POLYAMIDES AND POLYURETHANE SOLUTIONS), DIVESTED AS OF JANUARY 1, 2013, IS SINCE THEN INCORPORATED INTO SEGMENTS CHEMICALS AND FUNCTIONAL MATERIALS & SOLUTIONS. ON OCTOBE",CHEMICAL,Chemicals-Basic,DE000BASF111,Chemical,Ludwigshafen,"No (XETRA, BASX.DE)",BUDAPEST,HUNGARY
LYG,Lloyds Banking Group Adr,Financial,5.62,-0.14,-2.430555,19.06433405,20512,98126,,"UNITED KINGDOM BASED FINANCIAL SERVICES GROUP OPERATING GLOB ALLY. PROVIDES RETAIL BANKING, WHOLESALE, INSURANCE, WEALTH MANAGEMENT AND INTERNATIONAL BANKING. 2012 REVENUES BY SEGME NT IN %: RETAIL 60; COMMERCIAL BANKING 22; WEALTH, ASSET FINANCE AND INTERNATIONAL 15; INSURANCE 14; AND OTHER -11. AS OF 12/12, TOTAL ASSETS STOOD AT 924.5 BIL POUNDS ($15.1 TRIL ), DOWN 5% IN GBP TERMS FROM 12/11.",BANKS,Banks-Money Center,US5394391099,Bank-Money Center,UNITED KINGDOM,Yes,NYSE,UNITED STATES
LLOY.GB,Lloyds Banking Group,Financial,0.84,-0.022,-2.549246813,27.14676459,95838,98105,,"LLOYDS BANKING GROUP PLC IS A HOLDING COMPANY. THE COMPANY IS A FINANCIAL SERVICES GROUP PROVIDING A RANGE OF BANKING AND FINANCIAL SERVICES, PRIMARILY IN THE UNITED KINGDOM, TO PERSONAL AND CORPORATE CUSTOMERS. IT OPERATES IN FOUR SEGMENTS: RETAIL, COMMERCIAL BANKING, WEALTH, ASSET FINANCE AND INTERNATIONAL, AND INSURANCE. RETAIL PROVIDES BANKING, MORTGAGES AND OTHER FINANCIAL SERVICES TO PERSONAL CUSTOMERS IN THE UNITED KINGDOM. COMMERCIAL BANKING PROVIDES BANKING AND RELATED SERVICES TO BUSINESS CLIENTS. WEALTH, ASSET FINANCE AND INTERNATIONAL PROVIDES PRIVATE BANKING AND ASSET MANAGEMENT AND ASSET FINANCE. INSURANCE PROVIDES LONG TERM SAVINGS, PROTECTION AND INVESTMENT PRODUCTS AND PROVIDES GENERAL INSURANCE TO PERSONAL CUSTOMERS. IN JANUARY 2014, WESTPAC BANKING CORPORATION COMPLETED THE ACQUISITION OF LLOYDS BANKING GROUP PLC'S AUSTRALIAN ASSET FINANCE BUSINESS, CAPITAL FINANCE AUSTRALIA LIM",BANKS,Banks-Money Center,GB0008706128,Bank-Money Center,England,Yes,LONDON,UNITED KINGDOM
GAZ.DE,Oao Gazprom Spn.Adr(Fra) 1:2,Energy,6.06,0,0,-100,286,97534,2,"GAZPROM OAO IS A RUSSIA-BASED COMPANY ENGAGED IN THE OPERATION OF GAS PIPELINE SYSTEMS AND GAS SUPPLY TO EUROPEAN COUNTRIES. IN ADDITION, IT IS INVOLVED IN THE OIL PRODUCTION AND REFINING ACTIVITIES, AS WELL AS ENERGY GENERATION. IT'S ACTIVITIES COMPRISE EXPLORATION AND PRODUCTION OF GAS, TRANSPORTATION OF GAS, SALE OF GAS DOMESTICALLY AND ABROAD, GAS STORAGE, PRODUCTION OF CRUDE OIL AND GAS CONDENSATE, PROCESSING OF OIL, GAS CONDENSATE AND OTHER HYDROCARBONS, AND SALES OF REFINED PRODUCTS, AS WELL AS ELECTRIC AND HEAT ENERGY GENERATION AND SALES. ON JANUARY 9, 2013, THE COMPANY SOLD ITS 76.69% STAKE IN ZAPSIBGAZPROM OAO AND WHOLE STAKE IN MARCH KAUNO TERMOFIKACIJOS ELEKTRINE. IN APRIL 2013, IT ALSO CREATED GAZPROM INVEST LLC, AS WELL AS, SIGNED A PURCHASE-SALE CONTRACT FOR SHARES IN 72 GAS DISTRIBUTION ORGANIZATIONS BELONGING TO ROSNEFTEGAZ OAO. IN NOVEMBER 2013, THE COMPANY RAISED ITS STAKE TO 1",ENERGY,Oil&Gas-Integrated,US3682872078,,Moscow,"No (SEAQ INTERNATION, OGZD.GB)",FRANKFURT,GERMANY
BASA.DE,Basf Adr (Fra),Basic Material,77.97,0,0,-100,22,97403,16,"BASF SE IS A GERMANY-BASED CHEMICAL COMPANY. IT DIVERSIFIES ITS ACTIVITIES INTO FIVE BUSINESS SEGMENTS: CHEMICALS, PROVIDING BASIC PRODUCTS AND SPECIALTIES INCLUDING NITRIC ACID AND METHANOL, AMONG OTHERS; PERFORMANCE PRODUCTS, PROVIDING PRODUCTS FOR THE COATINGS AND PAINTS INDUSTRY, COSMETICS, DETERGENTS, PRODUCTS FOR THE PAPER INDUSTRY AND PERFORMANCE CHEMICALS, AMONG OTHERS; FUNCTIONAL MATERIALS & SOLUTIONS THAT DEVELOPS COATING PRODUCTS, CATALYSTS AND CONSTRUCTION CHEMICALS, AMONG OTHERS; AGRICULTURAL SOLUTIONS, PROVIDING ACTIVE INGREDIENTS AND FORMULATIONS FOR THE IMPROVEMENT OF CROP HEALTH AND YIELDS, AND OIL & GAS SEGMENT (EXPLORATION, PRODUCTION AND NATURAL GAS TRADE). THE SEGMENT PLASTICS (PRODUCING ENGINEERING PLASTICS, POLYAMIDES AND POLYURETHANE SOLUTIONS), DIVESTED AS OF JANUARY 1, 2013, IS SINCE THEN INCORPORATED INTO SEGMENTS CHEMICALS AND FUNCTIONAL MATERIALS & SOLUTIONS. ON OCTOBE",CHEMICAL,Chemicals-Basic,US0552625057,Chemical,Ludwigshafen,"No (OTC, BASFY)",FRANKFURT,GERMANY
GAZ.RU,Gazprom,Energy,137.36,-0.08,-0.058207218,11.3428413,5990811,97338,3,"GAZPROM OAO IS A RUSSIA-BASED COMPANY ENGAGED IN THE OPERATION OF GAS PIPELINE SYSTEMS AND GAS SUPPLY TO EUROPEAN COUNTRIES. IN ADDITION, IT IS INVOLVED IN THE OIL PRODUCTION AND REFINING ACTIVITIES, AS WELL AS ENERGY GENERATION. IT'S ACTIVITIES COMPRISE EXPLORATION AND PRODUCTION OF GAS, TRANSPORTATION OF GAS, SALE OF GAS DOMESTICALLY AND ABROAD, GAS STORAGE, PRODUCTION OF CRUDE OIL AND GAS CONDENSATE, PROCESSING OF OIL, GAS CONDENSATE AND OTHER HYDROCARBONS, AND SALES OF REFINED PRODUCTS, AS WELL AS ELECTRIC AND HEAT ENERGY GENERATION AND SALES. ON JANUARY 9, 2013, THE COMPANY SOLD ITS 76.69% STAKE IN ZAPSIBGAZPROM OAO AND WHOLE STAKE IN MARCH KAUNO TERMOFIKACIJOS ELEKTRINE. IN APRIL 2013, IT ALSO CREATED GAZPROM INVEST LLC, AS WELL AS, SIGNED A PURCHASE-SALE CONTRACT FOR SHARES IN 72 GAS DISTRIBUTION ORGANIZATIONS BELONGING TO ROSNEFTEGAZ OAO. IN NOVEMBER 2013, THE COMPANY RAISED ITS STAKE TO 1",ENERGY,Oil&Gas-Intl Expl&Prod,RU0007661625,,,Yes,MICEX,RUSSIA
OGZD.GB,Oao Gazprom Ads (Xsq),Energy,8.19,-0.055,-0.667475728,13.56724092,135970,96883,2,"GAZPROM OAO IS A RUSSIA-BASED COMPANY ENGAGED IN THE OPERATION OF GAS PIPELINE SYSTEMS AND GAS SUPPLY TO EUROPEAN COUNTRIES. IN ADDITION, IT IS INVOLVED IN THE OIL PRODUCTION AND REFINING ACTIVITIES, AS WELL AS ENERGY GENERATION. IT'S ACTIVITIES COMPRISE EXPLORATION AND PRODUCTION OF GAS, TRANSPORTATION OF GAS, SALE OF GAS DOMESTICALLY AND ABROAD, GAS STORAGE, PRODUCTION OF CRUDE OIL AND GAS CONDENSATE, PROCESSING OF OIL, GAS CONDENSATE AND OTHER HYDROCARBONS, AND SALES OF REFINED PRODUCTS, AS WELL AS ELECTRIC AND HEAT ENERGY GENERATION AND SALES. ON JANUARY 9, 2013, THE COMPANY SOLD ITS 76.69% STAKE IN ZAPSIBGAZPROM OAO AND WHOLE STAKE IN MARCH KAUNO TERMOFIKACIJOS ELEKTRINE. IN APRIL 2013, IT ALSO CREATED GAZPROM INVEST LLC, AS WELL AS, SIGNED A PURCHASE-SALE CONTRACT FOR SHARES IN 72 GAS DISTRIBUTION ORGANIZATIONS BELONGING TO ROSNEFTEGAZ OAO. IN NOVEMBER 2013, THE COMPANY RAISED ITS STAKE TO 1",ENERGY,Oil&Gas-Integrated,US3682872078,Oil&Gas-Integrated,Moscow,Yes,SEAQ INTERNATION,UNITED KINGDOM
